0.24760563	0.782143794	0.532277522	0.237357786	0.388332495	0.505981492	0.389012418	0.33553971	0.203051537	0.104964097	0.080966064	0.081949484	0.048628019	0.027713397	0.007034779	0.006361981
0.482934673	0.478715273	0.732611777	0.284468842	0.106044849	0.390540585	0.468620792	0.411919679	0.301688784	0.159986806	0.08459836	0.081856435	0.056911247	0.02612782	0.010552912	0.00589878
0.345785424	0.789936138	0.684013592	0.451677909	0.117779183	0.103040368	0.247727573	0.364929646	0.29999959	0.187435275	0.088320133	0.044746345	0.027676694	0.026888975	0.014514629	0.006911347
0.178096421	0.31462103	0.570001654	0.425588057	0.24492768	0.102507804	0.051871192	0.213892464	0.264911977	0.224086936	0.140154099	0.067728626	0.032921066	0.019484404	0.007633983	0.005822238
0.347304972	0.173702468	0.178344451	0.430075802	0.340413066	0.294724263	0.063942101	0.035446212	0.122252314	0.20394041	0.122093266	0.085993187	0.027018876	0.011175886	0.005219071	0.003876127
0.632202402	0.331948982	0.105896556	0.15290692	0.295621528	0.328866607	0.180875825	0.047035601	0.025767305	0.072646893	0.112926212	0.082049835	0.047414877	0.018360592	0.002488979	0.003837359
0.522111574	0.790698686	0.490832432	0.070027086	0.08736662	0.246360161	0.246781827	0.177259077	0.058925185	0.025282044	0.040436991	0.061480935	0.056336905	0.015492273	0.008719935	0.003841583
0.515886867	0.908478465	0.827207624	0.309629034	0.047327417	0.06222802	0.160291665	0.256638196	0.136196275	0.040602171	0.024751874	0.02803854	0.049220593	0.03154085	0.012985396	0.005914142
0.345602938	0.674592888	0.776679561	0.5073301	0.152695083	0.048473169	0.076798666	0.162933112	0.211799826	0.127621058	0.037356728	0.009456861	0.027214174	0.028537738	0.014527993	0.008878866
0.167885679	0.379991363	0.537440015	0.527055459	0.309352908	0.101641149	0.031217151	0.072877586	0.127831475	0.193699986	0.119394837	0.029026325	0.012381472	0.012819161	0.012174712	0.017685026
0.189271402	0.20153653	0.350160285	0.335520964	0.275725586	0.18913993	0.076799803	0.034294122	0.05940073	0.126527883	0.164445155	0.107720999	0.021107653	0.007112013	0.007478216	0.012946396
0.265795058	0.277722486	0.206770496	0.281065642	0.219899353	0.278493457	0.191710217	0.063546121	0.028657138	0.083756319	0.144687759	0.173663383	0.101249453	0.033693316	0.004246875	0.010107021
0.307409043	0.314844918	0.20007739	0.186124177	0.136116804	0.204163734	0.217911405	0.168997698	0.069697806	0.033459677	0.064185339	0.150119662	0.137484421	0.098848781	0.016156471	0.002920753
0.164711204	0.212231354	0.200872016	0.104873091	0.093079766	0.106279432	0.15175547	0.180293684	0.117828117	0.047940187	0.034015965	0.064916587	0.097784284	0.134646559	0.038660131	0.009900137
0.07963274	0.250222497	0.222768123	0.15664881	0.035424051	0.085609964	0.089023408	0.177306652	0.194711862	0.152387105	0.06764426	0.030573318	0.071464816	0.080706215	0.074789415	0.073272835
0.092998629	0.114263316	0.221718382	0.194075172	0.041704907	0.038327367	0.060791336	0.177893732	0.152093914	0.17647746	0.124363654	0.055498831	0.020780118	0.069307366	0.064049035	0.054291301
